"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Occupied Housing Units","Occupied Housing Units: No Vehicle Available","Occupied Housing Units: 1 Vehicle Available","Occupied Housing Units: 2 Vehicles Available","Occupied Housing Units: 3 Vehicles Available","Occupied Housing Units: 4 Vehicles Available","Occupied Housing Units: 5 or More Vehicles Available","Total","Total: Owner Occupied","Total: Owner Occupied: No Vehicle Available","Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Total: Renter Occupied","Total: Renter Occupied: No Vehicle Available","Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total","Std. Error: Total: Owner Occupied","Std. Error: Total: Owner Occupied: No Vehicle Available","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total: Renter Occupied","Std. Error: Total: Renter Occupied: No Vehicle Available","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over"
"ACSSF","ca","150","00","0015944",,,,,"06","037",,,"102104","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021042","Block Group 2",,,"Block Group 2, Census Tract 1021.04, Los Angeles County, California","060371021042","914969","0",,,,,,,,263,52,67,70,48,26,0,263,187,52,0,43,9,135,16,63,56,76,0,0,0,0,76,0,76,0,40.60606,46.66667,38.18182,7.878788,36.9697,11.51515,36.9697,15.15152,26.06061,24.84848,40.60606,7.878788,7.878788,7.878788,7.878788,40.60606,7.878788,40.60606,7.878788
"ACSSF","ca","150","00","0015945",,,,,"06","037",,,"102105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021051","Block Group 1",,,"Block Group 1, Census Tract 1021.05, Los Angeles County, California","060371021051","266214","0",,,,,,,,261,0,62,127,27,45,0,261,153,0,0,0,0,153,16,78,59,108,0,0,0,0,108,30,74,4,33.93939,30.90909,7.878788,7.878788,7.878788,7.878788,30.90909,13.93939,23.63636,20,30.90909,7.878788,7.878788,7.878788,7.878788,30.90909,15.75758,27.27273,4.242424
"ACSSF","ca","150","00","0015946",,,,,"06","037",,,"102105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021052","Block Group 2",,,"Block Group 2, Census Tract 1021.05, Los Angeles County, California","060371021052","226547","0",,,,,,,,293,7,99,110,58,15,4,293,150,0,0,0,0,150,3,114,33,143,7,7,0,0,136,19,91,26,50.90909,46.06061,7.878788,7.878788,7.878788,7.878788,46.06061,3.030303,42.42424,18.18182,27.87879,6.060606,6.060606,7.878788,7.878788,25.45455,9.69697,20.60606,15.15152
"ACSSF","ca","150","00","0015947",,,,,"06","037",,,"102107","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021071","Block Group 1",,,"Block Group 1, Census Tract 1021.07, Los Angeles County, California","060371021071","8301178","13753",,,,,,,,797,0,175,374,127,73,48,797,638,0,0,0,0,638,24,446,168,159,0,0,0,0,159,22,120,17,66.66666,66.66666,7.878788,7.878788,7.878788,7.878788,66.66666,18.78788,72.12122,41.81818,49.09091,7.878788,7.878788,7.878788,7.878788,49.09091,20.60606,48.48485,13.33333
"ACSSF","ca","150","00","0015948",,,,,"06","037",,,"102107","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021072","Block Group 2",,,"Block Group 2, Census Tract 1021.07, Los Angeles County, California","060371021072","4607380","0",,,,,,,,407,21,67,128,128,54,9,407,306,21,0,0,21,285,62,172,51,101,0,0,0,0,101,8,84,9,83.63636,79.39394,17.57576,7.878788,7.878788,17.57576,78.18182,58.18182,50.30303,26.66667,47.87879,7.878788,7.878788,7.878788,7.878788,47.87879,7.878788,49.09091,8.484848
"ACSSF","ca","150","00","0015949",,,,,"06","037",,,"103101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031011","Block Group 1",,,"Block Group 1, Census Tract 1031.01, Los Angeles County, California","060371031011","1759659","0",,,,,,,,586,22,145,235,137,39,8,586,504,22,0,19,3,482,56,272,154,82,0,0,0,0,82,50,22,10,59.39394,44.24242,15.75758,7.878788,15.75758,3.636364,46.06061,29.09091,40,24.84848,45.45454,7.878788,7.878788,7.878788,7.878788,45.45454,41.81818,14.54545,4.848485
"ACSSF","ca","150","00","0015950",,,,,"06","037",,,"103101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031012","Block Group 2",,,"Block Group 2, Census Tract 1031.01, Los Angeles County, California","060371031012","270147","0",,,,,,,,329,0,66,139,43,76,5,329,301,0,0,0,0,301,24,221,56,28,0,0,0,0,28,0,28,0,45.45454,45.45454,7.878788,7.878788,7.878788,7.878788,45.45454,12.72727,46.06061,16.36364,12.72727,7.878788,7.878788,7.878788,7.878788,12.72727,7.878788,12.72727,7.878788
"ACSSF","ca","150","00","0015951",,,,,"06","037",,,"103102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031021","Block Group 1",,,"Block Group 1, Census Tract 1031.02, Los Angeles County, California","060371031021","266398","0",,,,,,,,283,0,68,133,62,8,12,283,206,0,0,0,0,206,36,108,62,77,0,0,0,0,77,0,46,31,59.39394,52.12121,7.878788,7.878788,7.878788,7.878788,52.12121,32.12121,38.78788,23.0303,41.81818,7.878788,7.878788,7.878788,7.878788,41.81818,7.878788,30.90909,27.27273
"ACSSF","ca","150","00","0015952",,,,,"06","037",,,"103102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031022","Block Group 2",,,"Block Group 2, Census Tract 1031.02, Los Angeles County, California","060371031022","225266","0",,,,,,,,270,12,104,78,47,29,0,270,194,12,0,6,6,182,0,146,36,76,0,0,0,0,76,0,76,0,52.72727,47.87879,10.90909,7.878788,8.484848,6.060606,47.27273,7.878788,44.24242,15.75758,37.57576,7.878788,7.878788,7.878788,7.878788,37.57576,7.878788,37.57576,7.878788
"ACSSF","ca","150","00","0015953",,,,,"06","037",,,"103102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031023","Block Group 3",,,"Block Group 3, Census Tract 1031.02, Los Angeles County, California","060371031023","262886","0",,,,,,,,435,18,136,129,135,17,0,435,355,12,0,8,4,343,26,272,45,80,6,6,0,0,74,0,64,10,84.24242,79.39394,9.090909,7.878788,8.484848,3.636364,78.78788,17.57576,73.33334,18.78788,30.30303,5.454545,5.454545,7.878788,7.878788,30.30303,7.878788,29.09091,9.69697
"ACSSF","ca","150","00","0015954",,,,,"06","037",,,"103102","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031024","Block Group 4",,,"Block Group 4, Census Tract 1031.02, Los Angeles County, California","060371031024","163029","0",,,,,,,,361,101,19,168,73,0,0,361,224,0,0,0,0,224,24,154,46,137,101,0,0,101,36,0,11,25,81.81818,55.15152,7.878788,7.878788,7.878788,7.878788,55.15152,15.75758,49.69697,18.78788,56.9697,61.81818,7.878788,7.878788,61.81818,22.42424,7.878788,10.30303,19.39394
"ACSSF","ca","150","00","0015955",,,,,"06","037",,,"103102","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031025","Block Group 5",,,"Block Group 5, Census Tract 1031.02, Los Angeles County, California","060371031025","323450","0",,,,,,,,302,9,86,104,76,13,14,302,242,0,0,0,0,242,0,189,53,60,9,0,0,9,51,0,36,15,40,36.9697,7.878788,7.878788,7.878788,7.878788,36.9697,7.878788,40,19.39394,30.90909,8.484848,7.878788,7.878788,8.484848,29.09091,7.878788,23.63636,15.75758
"ACSSF","ca","150","00","0015956",,,,,"06","037",,,"103201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032011","Block Group 1",,,"Block Group 1, Census Tract 1032.01, Los Angeles County, California","060371032011","512689","0",,,,,,,,679,68,236,172,195,8,0,679,237,0,0,0,0,237,97,140,0,442,68,15,48,5,374,67,240,67,96.9697,70.30303,7.878788,7.878788,7.878788,7.878788,70.30303,60,49.09091,7.878788,86.06061,45.45454,14.54545,46.06061,8.484848,89.69697,41.21212,77.57576,45.45454
"ACSSF","ca","150","00","0015957",,,,,"06","037",,,"103201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032012","Block Group 2",,,"Block Group 2, Census Tract 1032.01, Los Angeles County, California","060371032012","1442100","0",,,,,,,,851,123,185,335,89,90,29,851,410,0,0,0,0,410,0,273,137,441,123,0,16,107,318,55,263,0,136.3636,72.12122,7.878788,7.878788,7.878788,7.878788,72.12122,7.878788,76.36364,40,136.3636,99.39394,7.878788,15.75758,98.18182,92.12122,40.60606,84.84849,7.878788
"ACSSF","ca","150","00","0015958",,,,,"06","037",,,"103202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032021","Block Group 1",,,"Block Group 1, Census Tract 1032.02, Los Angeles County, California","060371032021","4738407","0",,,,,,,,660,0,73,270,180,82,55,660,641,0,0,0,0,641,0,372,269,19,0,0,0,0,19,0,19,0,99.39394,101.8182,7.878788,7.878788,7.878788,7.878788,101.8182,7.878788,103.0303,52.12121,17.57576,7.878788,7.878788,7.878788,7.878788,17.57576,7.878788,17.57576,7.878788
"ACSSF","ca","150","00","0015959",,,,,"06","037",,,"103300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371033001","Block Group 1",,,"Block Group 1, Census Tract 1033, Los Angeles County, California","060371033001","2870412","0",,,,,,,,533,28,61,152,131,128,33,533,506,28,0,0,28,478,7,334,137,27,0,0,0,0,27,19,0,8,67.27273,65.45454,20,7.878788,7.878788,20,61.21212,6.666667,55.75758,39.39394,20,7.878788,7.878788,7.878788,7.878788,20,16.9697,7.878788,7.878788
"ACSSF","ca","150","00","0015960",,,,,"06","037",,,"103300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371033002","Block Group 2",,,"Block Group 2, Census Tract 1033, Los Angeles County, California","060371033002","3271543","0",,,,,,,,670,41,36,300,183,70,40,670,655,41,0,10,31,614,22,391,201,15,0,0,0,0,15,0,11,4,77.57576,78.78788,30.30303,7.878788,9.69697,29.09091,78.78788,18.78788,68.48485,46.06061,8.484848,7.878788,7.878788,7.878788,7.878788,8.484848,7.878788,9.69697,3.636364
"ACSSF","ca","150","00","0015961",,,,,"06","037",,,"103401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034011","Block Group 1",,,"Block Group 1, Census Tract 1034.01, Los Angeles County, California","060371034011","1401638","0",,,,,,,,988,49,238,403,219,79,0,988,850,8,0,0,8,842,158,406,278,138,41,0,29,12,97,0,87,10,88.48485,95.75758,7.878788,7.878788,7.878788,7.878788,95.75758,53.33333,72.12122,92.12122,53.93939,38.78788,7.878788,40,11.51515,49.09091,7.878788,47.27273,9.69697
"ACSSF","ca","150","00","0015962",,,,,"06","037",,,"103402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034021","Block Group 1",,,"Block Group 1, Census Tract 1034.02, Los Angeles County, California","060371034021","341480","0",,,,,,,,397,20,47,126,52,143,9,397,342,0,0,0,0,342,16,234,92,55,20,0,20,0,35,17,10,8,84.24242,78.78788,7.878788,7.878788,7.878788,7.878788,78.78788,16.9697,73.33334,58.78788,34.54546,20,7.878788,20,7.878788,27.87879,16.9697,20,18.78788
"ACSSF","ca","150","00","0015963",,,,,"06","037",,,"103402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034022","Block Group 2",,,"Block Group 2, Census Tract 1034.02, Los Angeles County, California","060371034022","240195","0",,,,,,,,243,0,40,69,101,33,0,243,230,0,0,0,0,230,10,106,114,13,0,0,0,0,13,0,13,0,76.36364,78.18182,7.878788,7.878788,7.878788,7.878788,78.18182,22.42424,66.06061,35.15152,12.72727,7.878788,7.878788,7.878788,7.878788,12.72727,7.878788,12.72727,7.878788
"ACSSF","ca","150","00","0015964",,,,,"06","037",,,"103402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034023","Block Group 3",,,"Block Group 3, Census Tract 1034.02, Los Angeles County, California","060371034023","261552","0",,,,,,,,331,0,58,84,68,121,0,331,305,0,0,0,0,305,44,250,11,26,0,0,0,0,26,0,26,0,76.36364,83.0303,7.878788,7.878788,7.878788,7.878788,83.0303,23.63636,73.93939,11.51515,26.06061,7.878788,7.878788,7.878788,7.878788,26.06061,7.878788,26.06061,7.878788
"ACSSF","ca","150","00","0015965",,,,,"06","037",,,"103402","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034024","Block Group 4",,,"Block Group 4, Census Tract 1034.02, Los Angeles County, California","060371034024","255888","0",,,,,,,,401,0,125,148,128,0,0,401,191,0,0,0,0,191,36,93,62,210,0,0,0,0,210,15,119,76,81.81818,52.12121,7.878788,7.878788,7.878788,7.878788,52.12121,21.81818,43.0303,36.9697,73.93939,7.878788,7.878788,7.878788,7.878788,73.93939,13.93939,55.75758,38.18182
"ACSSF","ca","150","00","0015966",,,,,"06","037",,,"104103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041031","Block Group 1",,,"Block Group 1, Census Tract 1041.03, Los Angeles County, California","060371041031","440160","0",,,,,,,,429,11,52,93,145,79,49,429,340,11,0,0,11,329,29,144,156,89,0,0,0,0,89,7,82,0,55.75758,62.42424,9.69697,7.878788,7.878788,9.69697,62.42424,21.21212,39.39394,52.72727,31.51515,7.878788,7.878788,7.878788,7.878788,31.51515,7.272727,30.90909,7.878788
"ACSSF","ca","150","00","0015967",,,,,"06","037",,,"104103","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041032","Block Group 2",,,"Block Group 2, Census Tract 1041.03, Los Angeles County, California","060371041032","508949","0",,,,,,,,437,6,61,202,79,36,53,437,353,0,0,0,0,353,31,181,141,84,6,0,6,0,78,36,42,0,42.42424,41.21212,7.878788,7.878788,7.878788,7.878788,41.21212,13.93939,35.75758,33.33333,29.09091,5.454545,7.878788,5.454545,7.878788,29.09091,21.81818,20.60606,7.878788
"ACSSF","ca","150","00","0015968",,,,,"06","037",,,"104105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041051","Block Group 1",,,"Block Group 1, Census Tract 1041.05, Los Angeles County, California","060371041051","230538","0",,,,,,,,410,22,39,174,121,45,9,410,285,0,0,0,0,285,22,164,99,125,22,0,15,7,103,0,103,0,74.54546,58.78788,7.878788,7.878788,7.878788,7.878788,58.78788,15.75758,55.15152,30.30303,48.48485,15.75758,7.878788,14.54545,7.272727,46.06061,7.878788,46.06061,7.878788
"ACSSF","ca","150","00","0015969",,,,,"06","037",,,"104105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041052","Block Group 2",,,"Block Group 2, Census Tract 1041.05, Los Angeles County, California","060371041052","141091","0",,,,,,,,788,48,449,256,35,0,0,788,206,0,0,0,0,206,42,140,24,582,48,0,34,14,534,121,308,105,77.57576,39.39394,7.878788,7.878788,7.878788,7.878788,39.39394,30.90909,35.15152,18.18182,75.75758,24.24242,7.878788,21.81818,9.69697,79.39394,55.15152,70.30303,58.18182
"ACSSF","ca","150","00","0015970",,,,,"06","037",,,"104105","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041053","Block Group 3",,,"Block Group 3, Census Tract 1041.05, Los Angeles County, California","060371041053","213053","0",,,,,,,,328,16,120,104,57,31,0,328,273,16,0,0,16,257,10,184,63,55,0,0,0,0,55,0,55,0,58.18182,51.51515,16.36364,7.878788,7.878788,16.36364,52.72727,10.30303,52.12121,23.63636,26.66667,7.878788,7.878788,7.878788,7.878788,26.66667,7.878788,26.66667,7.878788
"ACSSF","ca","150","00","0015971",,,,,"06","037",,,"104108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041081","Block Group 1",,,"Block Group 1, Census Tract 1041.08, Los Angeles County, California","060371041081","421800","0",,,,,,,,405,97,61,70,35,72,70,405,202,13,0,13,0,189,24,120,45,203,84,0,84,0,119,88,18,13,61.81818,35.75758,13.33333,7.878788,13.33333,7.878788,33.33333,16.9697,31.51515,18.18182,55.15152,38.78788,7.878788,38.78788,7.878788,47.87879,47.87879,13.33333,12.12121
"ACSSF","ca","150","00","0015972",,,,,"06","037",,,"104108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041082","Block Group 2",,,"Block Group 2, Census Tract 1041.08, Los Angeles County, California","060371041082","423007","0",,,,,,,,689,111,177,280,63,44,14,689,221,0,0,0,0,221,0,221,0,468,111,0,0,111,357,171,83,103,69.09091,53.93939,7.878788,7.878788,7.878788,7.878788,53.93939,7.878788,53.93939,7.878788,64.84849,35.75758,7.878788,7.878788,35.75758,62.42424,47.87879,32.72727,36.9697
"ACSSF","ca","150","00","0015973",,,,,"06","037",,,"104108","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041083","Block Group 3",,,"Block Group 3, Census Tract 1041.08, Los Angeles County, California","060371041083","251829","0",,,,,,,,194,0,11,35,117,12,19,194,136,0,0,0,0,136,11,77,48,58,0,0,0,0,58,11,35,12,40,39.39394,7.878788,7.878788,7.878788,7.878788,39.39394,9.090909,36.36364,16.36364,29.69697,7.878788,7.878788,7.878788,7.878788,29.69697,10.90909,21.21212,13.33333
"ACSSF","ca","150","00","0015974",,,,,"06","037",,,"104124","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041241","Block Group 1",,,"Block Group 1, Census Tract 1041.24, Los Angeles County, California","060371041241","514146","0",,,,,,,,515,21,203,192,0,78,21,515,357,0,0,0,0,357,6,258,93,158,21,0,0,21,137,0,88,49,73.93939,75.15151,7.878788,7.878788,7.878788,7.878788,75.15151,7.272727,70.30303,33.93939,46.66667,15.15152,7.878788,7.878788,15.15152,49.69697,7.878788,42.42424,29.69697
"ACSSF","ca","150","00","0015975",,,,,"06","037",,,"104124","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041242","Block Group 2",,,"Block Group 2, Census Tract 1041.24, Los Angeles County, California","060371041242","1021386","527",,,,,,,,570,0,78,298,137,42,15,570,479,0,0,0,0,479,43,316,120,91,0,0,0,0,91,8,48,35,95.75758,100,7.878788,7.878788,7.878788,7.878788,100,26.06061,80,52.12121,46.06061,7.878788,7.878788,7.878788,7.878788,46.06061,9.090909,40,18.78788
"ACSSF","ca","150","00","0015976",,,,,"06","037",,,"104124","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041243","Block Group 3",,,"Block Group 3, Census Tract 1041.24, Los Angeles County, California","060371041243","2944201","105",,,,,,,,196,0,59,67,30,30,10,196,159,0,0,0,0,159,33,68,58,37,0,0,0,0,37,0,13,24,37.57576,37.57576,7.878788,7.878788,7.878788,7.878788,37.57576,23.63636,27.27273,25.45455,16.9697,7.878788,7.878788,7.878788,7.878788,16.9697,7.878788,11.51515,13.33333
"ACSSF","ca","150","00","0015977",,,,,"06","037",,,"104201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042011","Block Group 1",,,"Block Group 1, Census Tract 1042.01, Los Angeles County, California","060371042011","414061","0",,,,,,,,327,4,107,51,116,40,9,327,240,4,0,4,0,236,12,107,117,87,0,0,0,0,87,33,45,9,58.18182,53.33333,3.636364,7.878788,3.636364,7.878788,53.33333,9.090909,30.30303,54.54546,33.93939,7.878788,7.878788,7.878788,7.878788,33.93939,21.81818,25.45455,8.484848
"ACSSF","ca","150","00","0015978",,,,,"06","037",,,"104201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042012","Block Group 2",,,"Block Group 2, Census Tract 1042.01, Los Angeles County, California","060371042012","337935","0",,,,,,,,350,3,44,138,54,75,36,350,294,3,0,0,3,291,33,124,134,56,0,0,0,0,56,6,50,0,49.69697,46.06061,3.636364,7.878788,7.878788,3.636364,46.66667,21.21212,38.18182,35.75758,27.27273,7.878788,7.878788,7.878788,7.878788,27.27273,6.060606,26.66667,7.878788
"ACSSF","ca","150","00","0015979",,,,,"06","037",,,"104201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042013","Block Group 3",,,"Block Group 3, Census Tract 1042.01, Los Angeles County, California","060371042013","338101","0",,,,,,,,239,2,55,46,64,49,23,239,194,2,0,0,2,192,39,87,66,45,0,0,0,0,45,4,35,6,35.75758,31.51515,1.818182,7.878788,7.878788,1.818182,30.90909,16.9697,26.66667,22.42424,19.39394,7.878788,7.878788,7.878788,7.878788,19.39394,3.636364,18.18182,6.666667
"ACSSF","ca","150","00","0015980",,,,,"06","037",,,"104203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042031","Block Group 1",,,"Block Group 1, Census Tract 1042.03, Los Angeles County, California","060371042031","354000","0",,,,,,,,626,43,142,186,40,173,42,626,305,0,0,0,0,305,54,239,12,321,43,0,0,43,278,0,257,21,81.21212,71.51515,7.878788,7.878788,7.878788,7.878788,71.51515,32.72727,67.87878,10.90909,52.12121,23.63636,7.878788,7.878788,23.63636,53.33333,7.878788,49.69697,12.12121
"ACSSF","ca","150","00","0015981",,,,,"06","037",,,"104203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042032","Block Group 2",,,"Block Group 2, Census Tract 1042.03, Los Angeles County, California","060371042032","353989","0",,,,,,,,499,35,49,136,168,74,37,499,354,0,0,0,0,354,27,193,134,145,35,35,0,0,110,40,40,30,67.27273,50.90909,7.878788,7.878788,7.878788,7.878788,50.90909,16.9697,42.42424,44.84848,55.15152,27.27273,27.27273,7.878788,7.878788,49.09091,37.57576,27.27273,18.78788
"ACSSF","ca","150","00","0015982",,,,,"06","037",,,"104204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042041","Block Group 1",,,"Block Group 1, Census Tract 1042.04, Los Angeles County, California","060371042041","353700","0",,,,,,,,294,5,69,156,16,16,32,294,100,0,0,0,0,100,9,68,23,194,5,0,0,5,189,71,103,15,54.54546,18.78788,7.878788,7.878788,7.878788,7.878788,18.78788,6.666667,19.39394,9.69697,55.15152,4.848485,7.878788,7.878788,4.848485,55.15152,46.66667,27.87879,9.69697
"ACSSF","ca","150","00","0015983",,,,,"06","037",,,"104204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042042","Block Group 2",,,"Block Group 2, Census Tract 1042.04, Los Angeles County, California","060371042042","2306894","3735",,,,,,,,437,6,41,142,123,58,67,437,373,0,0,0,0,373,57,265,51,64,6,0,6,0,58,12,46,0,41.21212,42.42424,7.878788,7.878788,7.878788,7.878788,42.42424,26.06061,33.33333,23.0303,23.63636,5.454545,7.878788,5.454545,7.878788,23.0303,9.69697,21.21212,7.878788
"ACSSF","ca","150","00","0015984",,,,,"06","037",,,"104310","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043101","Block Group 1",,,"Block Group 1, Census Tract 1043.10, Los Angeles County, California","060371043101","302796","0",,,,,,,,306,5,0,61,112,57,71,306,188,0,0,0,0,188,22,114,52,118,5,0,5,0,113,13,100,0,50.90909,37.57576,7.878788,7.878788,7.878788,7.878788,37.57576,20.60606,31.51515,18.78788,43.0303,4.242424,7.878788,4.242424,7.878788,42.42424,11.51515,41.21212,7.878788
"ACSSF","ca","150","00","0015985",,,,,"06","037",,,"104310","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043102","Block Group 2",,,"Block Group 2, Census Tract 1043.10, Los Angeles County, California","060371043102","647426","0",,,,,,,,297,0,21,88,88,84,16,297,251,0,0,0,0,251,36,151,64,46,0,0,0,0,46,0,41,5,49.69697,48.48485,7.878788,7.878788,7.878788,7.878788,48.48485,22.42424,41.21212,33.33333,24.24242,7.878788,7.878788,7.878788,7.878788,24.24242,7.878788,24.24242,4.848485
"ACSSF","ca","150","00","0015986",,,,,"06","037",,,"104310","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043103","Block Group 3",,,"Block Group 3, Census Tract 1043.10, Los Angeles County, California","060371043103","558399","0",,,,,,,,339,0,20,97,76,33,113,339,281,0,0,0,0,281,50,145,86,58,0,0,0,0,58,18,30,10,58.18182,59.39394,7.878788,7.878788,7.878788,7.878788,59.39394,35.75758,41.21212,23.63636,27.87879,7.878788,7.878788,7.878788,7.878788,27.87879,17.57576,18.18182,9.69697
"ACSSF","ca","150","00","0015987",,,,,"06","037",,,"104321","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043211","Block Group 1",,,"Block Group 1, Census Tract 1043.21, Los Angeles County, California","060371043211","176952","0",,,,,,,,215,70,26,41,9,29,40,215,96,9,0,0,9,87,0,49,38,119,61,0,0,61,58,58,0,0,58.18182,38.18182,7.878788,7.878788,7.878788,7.878788,37.57576,7.878788,26.66667,28.48485,46.66667,24.24242,7.878788,7.878788,24.24242,39.39394,39.39394,7.878788,7.878788
